# METADATA:
# 000M7: Ploeren
# 07110: Brest-Guipavas
# 07130: Rennes-St Jacques
# STATIC0021: Hillion
# STATIC0308: Quimper
# Source: www.infoclimat.fr/MeteoFrance
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;pression_variation_3h;humidite;point_de_rosee;visibilite;vent_moyen;vent_rafales;vent_rafales_10min;vent_direction;temperature_min;temperature_max;pluie_1h;pluie_3h;pluie_6h;pluie_12h;pluie_24h;ensoleillement;temperature_sol;temps_omm;source;radiations;neige_au_sol;nebulosite;raw_msg;pluie_cumul_0h;pluie_intensite;pluie_intensite_max_1h;uv;uv_index;complements
string;YYYY-MM-DD hh:mm:ss;°C;hPa;hPa;%;°C;m;km/h;km/h;km/h;deg;°C;°C;mm;mm;mm;mm;mm;hours;°C;https://www.infoclimat.fr/stations-meteo/ww.php;StatIC={oy1110,liveobjects,wlkIPxml,wlkLive,csv,weatherlink,vws,vws2,mnw,weewxPosteriori,wlk2webdlRR,wlkLivePostprocessed,wlk2webdl}|Synop={metno1,ogimet,bufr,inra,arpa-liguria,jma1,swiss-opendata,mcx,meteocentre,andorre,arpa-piemonte};W/m²;cm;octats;raw synop;mm;mm/h;mm/h;W/m²;UV Index;various
07110;2024-10-19 00:00:00;15.8;1009.7;-1.9;96;15.2;5000;32.4;57.6;50.4;210;;;0.4;1;1;;;;;61;ogimet;;;8;AAXX 19001 07110 04350 82109 10158 20152 39982 40097 56019 60011 761// 88/// 333 32014 55300 20000 55408 40000 59083 60017 87/07 88/12 91014 90710 91116 555 69945 90760 91116==;;;;;;
07110;2024-10-19 01:00:00;14.3;1010.1;-0.7;91;12.8;5000;25.2;54;50.4;260;;;2;;;;;;;60;ogimet;;;8;AAXX 19011 07110 24250 82607 10143 20128 39985 40101 55007 760// 88/// 333 32014 55300 20000 55408 40000 59082 60025 87/06 88/18 91014 90710 91115 555 90730 91116==;;;;;;
07110;2024-10-19 02:00:00;13.1;1010.5;0.3;96;12.5;13000;10.8;25.2;18;280;;;0.4;;;;;;;52;ogimet;;;8;AAXX 19021 07110 24363 82803 10131 20125 39988 40105 53003 752// 87/// 333 32014 55300 20000 55408 40000 59080 69945 83/08 87/24 88/56 91005 90710 91107 555 90730 91116==;;;;;;
07110;2024-10-19 03:00:00;12.8;1010.8;0.9;97;12.3;55000;7.2;21.6;14.4;270;;;0.2;3;;;;;;;ogimet;;;8;AAXX 19031 07110 24385 82702 10128 20123 39991 40108 52009 88/// 333 3/014 55300 20000 55408 40000 59072 60037 83/07 86/15 88/47 91004 90710 91106 555 69925 90730 91115==;;;;;;
07110;2024-10-19 04:00:00;12.3;1010.8;0.6;97;11.8;10000;7.2;10.8;7.2;250;;;0;;;;;;;;ogimet;;;8;AAXX 19041 07110 24460 82502 10123 20118 39991 40108 51006 88/// 333 31014 55300 20000 55408 40000 59067 60005 85/15 86/25 88/30 91002 90710 91103 555 90730 91107==;;;;;;
07110;2024-10-19 05:00:00;12.8;1011.5;1;98;12.5;11000;7.2;10.8;10.8;250;;;0;;;;;;;;ogimet;;;8;AAXX 19051 07110 24361 82502 10128 20125 39998 40115 53010 88/// 333 31014 55300 20000 55408 40000 59063 60005 85/08 87/14 88/19 91003 90710 91103 555 90730 91106==;;;;;;
07110;2024-10-19 06:00:00;11.1;1012.5;1.6;98;10.8;3600;7.2;14.4;14.4;270;11.1;16.1;0;0;;4;4.4;2.8;13;10;ogimet;;;8;AAXX 19061 07110 04436 82702 10111 20108 30007 40125 53016 60042 710// 88/// 333 10161 20111 3/013 55028 20536 55300 20000 55408 40000 59055 60007 70044 85/14 86/19 87/24 91004 90710 91104 555 60005 90760 91115==;;;;;;
07110;2024-10-19 07:00:00;11;1013;2.1;98;10.7;400;3.6;14.4;3.6;290;;;0;;;;;;;44;ogimet;;;;AAXX 19071 07110 24904 /2901 10110 20107 30012 40130 51021 744// 333 31012 55300 20000 55408 40000 59054 60005 91001 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-19 08:00:00;11.8;1014.3;2.7;98;11.5;4800;7.2;10.8;10.8;250;;;0;;;;;;;10;ogimet;;;;AAXX 19081 07110 24448 /2502 10118 20115 30025 40143 53027 710// 85/// 333 31012 55300 20236 55408 40114 59044 60005 85/18 91003 90710 91103 555 90730 91104==;;;;;;
07110;2024-10-19 09:00:00;14.2;1014.4;2;88;12.2;13000;10.8;18;18;290;;;0;0;;;;;;;ogimet;;;;AAXX 19091 07110 24963 /2903 10142 20122 30027 40144 51020 333 31012 55308 20807 55408 41334 59035 60007 91005 90710 91105 555 60005 90730 91105==;;;;;;
07110;2024-10-19 10:00:00;15.6;1015.3;2.5;80;12.2;15000;14.4;21.6;21.6;290;;;0;;;;;;;;ogimet;;;;AAXX 19101 07110 24465 /2904 10156 20122 30037 40153 51025 85/// 333 30012 55310 21256 55408 42301 59020 60005 84/17 85/22 91006 90710 91106 555 90730 91106==;;;;;;
07110;2024-10-19 11:00:00;15.9;1015.4;1.3;75;11.5;16000;10.8;21.6;18;270;;;0;;;;;;;;ogimet;;;6;AAXX 19111 07110 24566 62703 10159 20115 30038 40154 51013 86/// 333 30012 55306 21248 55408 41183 59014 60005 85/25 85/37 86/44 91005 90710 91106 555 90730 91106==;;;;;;
07110;2024-10-19 12:00:00;16.9;1015.3;1;65;10.3;12000;14.4;25.2;25.2;220;;;0;0;;;;;;;ogimet;;;7;AAXX 19121 07110 04562 72204 10169 20103 30037 40153 51010 60001 86/// 333 30012 55306 21456 55408 41367 59009 60007 85/26 86/34 87/50 91007 90710 91107 555 60005 90760 91107==;;;;;;
07110;2024-10-19 13:00:00;16;1015.5;0.2;70;10.5;15000;10.8;25.2;18;280;;;0;;;;;;;;ogimet;;;;AAXX 19131 07110 24565 /2803 10160 20105 30039 40155 53002 85/// 333 30012 55306 21418 55408 41345 59002 60005 82/29 83/36 85/45 91005 90710 91107 555 90730 91107==;;;;;;
07110;2024-10-19 14:00:00;16;1015.7;0.3;69;10.3;16000;18;25.2;21.6;250;;;0;;;;;;;;ogimet;;;;AAXX 19141 07110 24966 /2505 10160 20103 30041 40157 53003 333 30012 55303 20741 55408 40640 58010 60005 91006 90710 91107 555 90730 91107==;;;;;;
07110;2024-10-19 15:00:00;15.9;1015.5;0.2;67;9.8;15000;14.4;21.6;18;230;;;0;0;;;;;;;ogimet;;;;AAXX 19151 07110 24565 /2304 10159 20098 30039 40155 50002 81/// 333 30012 55310 21076 55408 41419 58016 60007 81/28 91005 90710 91106 555 60005 90730 91107==;;;;;;
07110;2024-10-19 16:00:00;14.3;1015.6;0;76;10.1;15000;14.4;21.6;21.6;190;;;0;;;;;;;;ogimet;;;;AAXX 19161 07110 24965 /1904 10143 20101 30039 40156 50000 333 30012 55301 20519 55408 40263 58025 60005 91006 90710 91106 555 90730 91107==;;;;;;
07110;2024-10-19 17:00:00;13.3;1015.8;-0;85;10.8;14000;10.8;18;18;200;;;0;;;;;;;;ogimet;;;;AAXX 19171 07110 24964 /2003 10133 20108 30041 40158 55000 333 30012 55300 20181 55408 40021 58027 60005 91005 90710 91105 555 90730 91106==;;;;;;
07110;2024-10-19 18:00:00;11.8;1015.6;-0.1;93;10.7;10000;14.4;18;18;180;10.7;17.2;0;0;;;;;;;ogimet;;;6;AAXX 19181 07110 04960 61804 10118 20107 30038 40156 58001 60002 86/// 333 10172 20107 30012 55300 20000 55408 40000 58019 60007 81/72 86/74 91005 90710 91105 555 60005 90760 91107==;;;;;;
07110;2024-10-19 19:00:00;11.7;1015.8;0.1;95;10.9;11000;14.4;21.6;21.6;180;;;0;;;;;;;;ogimet;;;7;AAXX 19191 07110 24961 71804 10117 20109 30040 40158 52001 87/// 333 30012 55300 20000 55408 40000 58027 60005 83/67 87/74 91006 90710 91106 555 90730 91106==;;;;;;
07110;2024-10-19 20:00:00;12.3;1015.3;-0.6;96;11.7;9000;14.4;25.2;25.2;160;;;0;;;;;;;;ogimet;;;7;AAXX 19201 07110 24959 71604 10123 20117 30035 40153 58006 87/// 333 30013 55300 20000 55408 40000 58030 60005 87/64 91007 90710 91107 555 90730 91107==;;;;;;
07110;2024-10-19 21:00:00;12.5;1015.2;-0.3;94;11.6;9000;18;28.8;25.2;170;;;0;0;;;;;;;ogimet;;;7;AAXX 19211 07110 24459 71705 10125 20116 30035 40152 58003 81/// 333 30014 55300 20000 55408 40000 58034 60007 81/10 87/64 91007 90710 91108 555 60005 90730 91108==;;;;;;
07110;2024-10-19 22:00:00;12.9;1015.2;-0.5;94;12;11000;18;28.8;25.2;170;;;0;;;;;;;;ogimet;;;8;AAXX 19221 07110 24961 81705 10129 20120 30035 40152 56005 88/// 333 30014 55300 20000 55408 40000 58043 60005 88/62 91007 90710 91108 555 90730 91108==;;;;;;
07110;2024-10-19 23:00:00;13.4;1014.1;-1.1;92;12.1;12000;21.6;36;36;170;;;0;;;;;;;;ogimet;;;7;AAXX 19231 07110 24462 71706 10134 20121 30024 40141 58011 87/// 333 30014 55300 20000 55408 40000 58039 60005 87/16 87/65 91010 90710 91110 555 90730 91110==;;;;;;
07110;2024-10-20 00:00:00;13.9;1013.4;-1.8;94;12.9;13000;25.2;43.2;39.6;170;;;0;;;;;;;53;ogimet;;;8;AAXX 20001 07110 04463 81707 10139 20129 30017 40134 58018 69901 753// 87/// 333 31014 55300 20000 55408 40000 58035 69907 87/10 87/20 88/59 91011 90710 91112 555 69905 90760 91112==;;;;;;
07110;2024-10-20 01:00:00;14.2;1012.3;-2.8;93;13.1;18000;28.8;43.2;43.2;170;;;0.2;;;;;;;51;ogimet;;;7;AAXX 20011 07110 24468 71708 10142 20131 30007 40123 56028 751// 84/// 333 32014 55300 20000 55408 40000 58022 69925 84/12 85/57 87/59 91012 90710 91112 555 90730 91112==;;;;;;
07110;2024-10-20 02:00:00;14.6;1011.2;-2.8;93;13.5;19000;36;57.6;57.6;180;;;0;;;;;;;51;ogimet;;;8;AAXX 20021 07110 24469 81810 10146 20135 39996 40112 58028 751// 88/// 333 32014 55300 20000 55408 40000 58008 69905 87/11 87/16 87/36 91016 90710 91116 555 90730 91116==;;;;;;
07110;2024-10-20 03:00:00;14.6;1010.2;-3.1;93;13.5;10000;36;57.6;57.6;170;;;0.4;0.6;;;;;;61;ogimet;;;8;AAXX 20031 07110 24460 81710 10146 20135 39986 40102 57031 761// 88/// 333 32014 55300 20000 55408 40000 59005 69967 87/13 88/29 91016 90710 91116 555 69945 90730 91116==;;;;;;
07110;2024-10-20 04:00:00;15.1;1009.2;-3.1;97;14.6;1600;32.4;54;54;170;;;3.8;;;;;;;63;ogimet;;;8;AAXX 20041 07110 24316 81709 10151 20146 39976 40092 56031 763// 88/// 333 32014 55300 20000 55408 40000 59015 60045 88/07 91015 90710 91115 555 90730 91116==;;;;;;
07110;2024-10-20 05:00:00;16.5;1008.5;-2.6;98;16.2;1500;39.6;75.6;61.2;190;;;5.3;;;;;;;61;ogimet;;;8;AAXX 20051 07110 24215 81911 10165 20162 39970 40085 56026 761// 88/// 333 32014 55300 20000 55408 40000 59028 60055 88/05 91017 90710 91121 555 90730 91121==;;;;;;
07110;2024-10-20 06:00:00;17;1008.6;-1.5;98;16.7;1800;43.2;75.6;64.8;210;11.5;17;3.8;13;;14;13.5;5.3;14;61;ogimet;;;8;AAXX 20061 07110 04218 82112 10170 20167 39971 40086 55015 60142 761// 88/// 333 10170 20115 32014 55053 20894 55300 20000 55408 40000 59036 60137 70135 88/05 91018 90710 91121 555 60045 90760 91121==;;;;;;
07110;2024-10-20 07:00:00;16.9;1009;-0.1;97;16.4;5000;43.2;79.2;72;210;;;1;;;;;;;60;ogimet;;;8;AAXX 20071 07110 24250 82112 10169 20164 39975 40090 55001 760// 88/// 333 32014 55300 20000 55408 40000 59037 60015 88/06 91020 90710 91122 555 90730 91122==;;;;;;
07110;2024-10-20 08:00:00;16.9;1009.7;1.2;98;16.6;6000;46.8;75.6;68.4;220;;;2.8;;;;;;;61;ogimet;;;8;AAXX 20081 07110 24256 82213 10169 20166 39982 40097 53012 761// 88/// 333 32014 55300 20000 55408 40000 59043 60035 88/04 91019 90710 91121 555 90730 91122==;;;;;;
07110;2024-10-20 09:00:00;16.9;1009.8;1.2;97;16.4;6000;46.8;75.6;75.6;220;;;1.3;5;;;;;;;ogimet;;;8;AAXX 20091 07110 24256 82213 10169 20164 39983 40098 51012 88/// 333 32014 55300 20081 55408 40000 59044 60057 88/05 91021 90710 91121 555 60015 90730 91122==;;;;;;
07110;2024-10-20 10:00:00;16.9;1010.7;1.7;98;16.6;1600;43.2;75.6;64.8;220;;;0.2;;;;;;;61;ogimet;;;8;AAXX 20101 07110 24216 82212 10169 20166 39992 40107 53017 761// 88/// 333 32014 55300 20132 55408 40000 59045 69925 88/04 91018 90710 91121 555 90730 91121==;;;;;;
07110;2024-10-20 11:00:00;16.8;1011.1;1.4;98;16.5;1900;43.2;72;61.2;220;;;1;;;;;;;61;ogimet;;;8;AAXX 20111 07110 24219 82212 10168 20165 39996 40111 53014 761// 88/// 333 32014 55300 20179 55408 40000 59042 60015 88/04 91017 90710 91120 555 90730 91121==;;;;;;
07110;2024-10-20 12:00:00;14.5;1011.9;2;95;13.7;3400;25.2;64.8;39.6;250;;;0.6;2;7;;;;;50;ogimet;;;8;AAXX 20121 07110 04434 82507 10145 20137 30003 40119 51020 60071 750// 88/// 333 32014 55300 20275 55408 40000 59034 60027 86/11 88/20 91011 90710 91118 555 69965 90760 91122==;;;;;;
07110;2024-10-20 13:00:00;15;1012.7;1.9;95;14.2;12000;28.8;43.2;43.2;230;;;0;;;;;;;;ogimet;;;8;AAXX 20131 07110 24362 82308 10150 20142 30011 40127 53019 88/// 333 32014 55300 20429 55408 40000 59028 69905 81/08 84/13 87/23 91012 90710 91112 555 90730 91120==;;;;;;
07110;2024-10-20 14:00:00;15;1013.4;2.2;88;13;17000;21.6;54;36;220;;;0.2;;;;;;;;ogimet;;;8;AAXX 20141 07110 24567 82206 10150 20130 30018 40134 52022 87/// 333 31014 55300 20354 55408 40000 59023 69925 81/31 86/39 87/47 91010 90710 91115 555 90730 91118==;;;;;;
07110;2024-10-20 15:00:00;14.8;1013.7;1.8;91;13.3;15000;21.6;32.4;32.4;210;;;0;0.2;;;;;;;ogimet;;;8;AAXX 20151 07110 24665 82106 10148 20133 30021 40137 51018 87/// 333 3/014 55300 20442 55408 40000 59018 69927 87/47 88/50 91009 90710 91109 555 60005 90730 91115==;;;;;;
07110;2024-10-20 16:00:00;15.1;1014.5;1.8;89;13.3;12000;25.2;39.6;39.6;220;;;0;;;;;;;;ogimet;;;8;AAXX 20161 07110 24462 82207 10151 20133 30029 40145 53018 88/// 333 30015 55300 20233 55408 40000 59010 60005 88/13 91011 90710 91111 555 90730 91115==;;;;;;
07110;2024-10-20 17:00:00;15;1015.6;2.2;93;13.9;11000;25.2;43.2;39.6;220;;;0;;;;;;;;ogimet;;;8;AAXX 20171 07110 24361 82207 10150 20139 30040 40156 53022 88/// 333 30015 55300 20079 55408 40000 59001 60005 88/09 91011 90710 91112 555 90730 91112==;;;;;;
07110;2024-10-20 18:00:00;15.2;1016.5;2.8;92;13.9;9000;25.2;43.2;43.2;220;14.5;17.1;0;0;;7;;;;;ogimet;;;8;AAXX 20181 07110 04359 82207 10152 20139 30049 40165 53028 60072 88/// 333 10171 20145 30015 55300 20000 55408 40000 58011 60007 87/09 88/14 91012 90710 91112 555 60005 90760 91115==;;;;;;
07110;2024-10-20 19:00:00;15.1;1017;2.4;92;13.8;9000;21.6;39.6;32.4;240;;;0;;;;;;;;ogimet;;;8;AAXX 20191 07110 24459 82406 10151 20138 30053 40170 51024 87/// 333 30015 55300 20000 55408 40000 58013 60005 87/13 87/19 88/69 91009 90710 91111 555 90730 91112==;;;;;;
07110;2024-10-20 20:00:00;14.9;1017.8;2.1;94;13.9;7000;21.6;43.2;32.4;230;;;0;;;;;;;;ogimet;;;8;AAXX 20201 07110 24357 82306 10149 20139 30061 40178 52021 87/// 333 30015 55300 20000 55408 40000 58026 60005 87/08 87/12 87/23 91009 90710 91112 555 90730 91112==;;;;;;
07110;2024-10-20 21:00:00;14.8;1018.6;2;95;14;7000;21.6;28.8;28.8;230;;;0;0;;;;;;;ogimet;;;8;AAXX 20211 07110 24357 82306 10148 20140 30069 40186 53020 88/// 333 3/015 55300 20000 55408 40000 58034 60007 88/07 91008 90710 91108 555 60005 90730 91112==;;;;;;
07110;2024-10-20 22:00:00;14.5;1018.8;1.8;95;13.7;6000;18;28.8;21.6;230;;;0;;;;;;;;ogimet;;;8;AAXX 20221 07110 24356 82305 10145 20137 30071 40188 51018 86/// 333 3/015 55300 20000 55408 40000 58036 60005 86/07 88/59 91006 90710 91108 555 90730 91112==;;;;;;
07110;2024-10-20 23:00:00;14.6;1019.2;1.4;94;13.6;7000;14.4;25.2;21.6;230;;;0;;;;;;;;ogimet;;;8;AAXX 20231 07110 24357 82304 10146 20136 30075 40192 51014 81/// 333 3/015 55300 20000 55408 40000 58051 60005 81/07 88/60 91006 90710 91107 555 90730 91108==;;;;;;
07110;2024-10-21 00:00:00;14.3;1019.3;0.7;95;13.5;7000;7.2;18;14.4;230;;;0;;;;;;;61;ogimet;;;8;AAXX 21001 07110 04957 82302 10143 20135 30076 40193 51007 69901 761// 88/// 333 31015 55300 20000 55408 40000 58059 69907 88/59 91004 90710 91105 555 69905 90760 91112==;;;;;;
07110;2024-10-21 01:00:00;13.9;1019.4;0.6;96;13.3;7000;7.2;14.4;7.2;200;;;0;;;;;;;;ogimet;;;8;AAXX 21011 07110 24957 82002 10139 20133 30077 40194 51006 88/// 333 31015 55300 20000 55408 40000 58070 69905 88/59 91002 90710 91104 555 90730 91107==;;;;;;
07110;2024-10-21 02:00:00;14;1019.4;0.2;97;13.5;5000;7.2;10.8;10.8;200;;;0.2;;;;;;;61;ogimet;;;8;AAXX 21021 07110 24950 82002 10140 20135 30077 40194 51002 761// 88/// 333 32015 55300 20000 55408 40000 58081 69925 88/59 91003 90710 91103 555 90730 91105==;;;;;;
07110;2024-10-21 03:00:00;13.9;1019.5;0.2;98;13.6;4400;7.2;10.8;7.2;200;;;0.8;1;;;;;;61;ogimet;;;8;AAXX 21031 07110 24944 82002 10139 20136 30078 40195 52002 761// 88/// 333 32015 55300 20000 55408 40000 58092 60017 88/59 91002 90710 91103 555 69985 90730 91104==;;;;;;
07110;2024-10-21 04:00:00;13.4;1019.8;0.3;96;12.8;5000;3.6;7.2;7.2;200;;;0.4;;;;;;;61;ogimet;;;8;AAXX 21041 07110 24950 82001 10134 20128 30080 40198 53003 761// 88/// 333 32015 55300 20000 55408 40000 58104 69945 88/59 91002 90710 91102 555 90730 91103==;;;;;;
07110;2024-10-21 05:00:00;12.7;1020.4;0.9;93;11.6;14000;10.8;14.4;14.4;180;;;0.4;;;;;;;61;ogimet;;;8;AAXX 21051 07110 24864 81803 10127 20116 30086 40204 53009 761// 88/// 333 32014 55300 20000 55408 40000 58116 69945 81/57 88/58 91004 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-21 06:00:00;12.5;1020.8;1.2;95;11.7;7000;7.2;14.4;10.8;230;12.4;15.2;0.8;2;;3;9.7;0;14;61;ogimet;;;8;AAXX 21061 07110 04857 82302 10125 20117 30090 40208 53012 60032 761// 88/// 333 10152 20124 32014 55000 20220 55300 20000 55408 40000 58119 60027 70097 85/57 88/59 91003 90710 91104 555 69985 90760 91104==;;;;;;
07110;2024-10-21 07:00:00;12.2;1020.7;0.9;97;11.7;5000;10.8;14.4;10.8;150;;;1.8;;;;;;;61;ogimet;;;8;AAXX 21071 07110 24850 81503 10122 20117 30089 40207 50009 761// 88/// 333 32014 55300 20000 55408 40000 58114 60025 88/58 91003 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-21 08:00:00;11.9;1021.1;0.7;97;11.4;7000;7.2;14.4;10.8;140;;;1.7;;;;;;;61;ogimet;;;8;AAXX 21081 07110 24957 81402 10119 20114 30093 40211 52007 761// 88/// 333 32014 55300 20000 55408 40000 58111 60025 88/58 91003 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-21 09:00:00;11.7;1021.2;0.3;96;11.1;17000;7.2;18;14.4;120;;;1.2;5;;;;;;;ogimet;;;8;AAXX 21091 07110 24867 81202 10117 20111 30093 40212 53003 88/// 333 32014 55300 20073 55408 40000 58110 60057 88/57 91004 90710 91105 555 60015 90730 91105==;;;;;;
07110;2024-10-21 10:00:00;11.7;1022.2;1.4;95;10.9;18000;7.2;14.4;10.8;170;;;0;;;;;;;;ogimet;;;8;AAXX 21101 07110 24968 81702 10117 20109 30103 40222 53014 88/// 333 3/014 55300 20139 55408 40000 58111 69905 88/58 91003 90710 91104 555 90730 91105==;;;;;;
07110;2024-10-21 11:00:00;11.7;1022.5;1.3;90;10.1;19000;3.6;18;10.8;200;;;0;;;;;;;;ogimet;;;8;AAXX 21111 07110 24669 82001 10117 20101 30106 40225 53013 84/// 333 3/014 55300 20141 55408 40000 58110 69905 84/37 85/50 86/57 91003 90710 91105 555 90730 91105==;;;;;;
07110;2024-10-21 12:00:00;11.7;1023.2;2;94;10.8;50000;7.2;10.8;10.8;260;;;0;;5;;;;;;ogimet;;;8;AAXX 21121 07110 04684 82602 10117 20108 30113 40232 51020 60051 81/// 333 31014 55300 20147 55408 40000 58110 69907 81/35 88/58 91003 90710 91103 555 60005 90760 91105==;;;;;;
07110;2024-10-21 13:00:00;11.9;1023.1;0.9;91;10.5;15000;7.2;10.8;10.8;210;;;0;;;;;;;;ogimet;;;7;AAXX 21131 07110 24565 72102 10119 20105 30112 40231 51009 87/// 333 31014 55300 20196 55408 40000 58101 60005 86/33 87/40 87/56 91003 90710 91103 555 90730 91105==;;;;;;
07110;2024-10-21 14:00:00;13.9;1023.2;0.8;83;11.1;18000;10.8;18;18;240;;;0;;;;;;;;ogimet;;;6;AAXX 21141 07110 24568 62403 10139 20111 30114 40232 51008 86/// 333 3/014 55305 21186 55408 41259 58096 60005 84/26 85/31 86/39 91005 90710 91105 555 90730 91105==;;;;;;
07110;2024-10-21 15:00:00;15.1;1023.1;0.1;82;12;18000;3.6;14.4;7.2;270;;;0;0;;;;;;;ogimet;;;8;AAXX 21151 07110 24468 82701 10151 20120 30114 40231 53001 88/// 333 30014 55302 20743 55408 40335 58093 60007 82/11 87/22 88/28 91002 90710 91104 555 60005 90730 91105==;;;;;;
07110;2024-10-21 16:00:00;14.5;1023.5;0.5;83;11.6;16000;3.6;14.4;7.2;290;;;0;;;;;;;;ogimet;;;;AAXX 21161 07110 24466 /2901 10145 20116 30117 40235 53005 84/// 333 30014 55307 20672 55408 41277 58088 60005 83/17 84/22 91002 90710 91104 555 90730 91105==;;;;;;
07110;2024-10-21 17:00:00;12.4;1024.2;0.9;88;10.5;17000;10.8;14.4;14.4;270;;;0;;;;;;;;ogimet;;;;AAXX 21171 07110 24467 /2703 10124 20105 30123 40242 53009 82/// 333 30014 55306 20217 55408 40582 58083 60005 82/13 91004 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-21 18:00:00;11.1;1025.1;1.8;94;10.2;12000;7.2;14.4;10.8;220;10.8;15.4;0;0;;5;;;;;ogimet;;;;AAXX 21181 07110 04462 /2202 10111 20102 30132 40251 53018 60052 81/// 333 10154 20108 30013 55300 20000 55408 40000 58083 60007 81/11 91003 90710 91104 555 60005 90760 91105==;;;;;;
07110;2024-10-21 19:00:00;9.6;1025.9;2.2;96;9;1000;7.2;14.4;10.8;230;;;0;;;;;;;10;ogimet;;;;AAXX 21191 07110 24910 /2302 10096 20090 30139 40259 53022 710// 333 30012 55300 20000 55408 40000 58086 60005 91003 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-21 20:00:00;10;1026.6;2.3;98;9.7;4400;10.8;14.4;14.4;190;;;0;;;;;;;10;ogimet;;;;AAXX 21201 07110 24544 /1903 10100 20097 30146 40266 51023 710// 81/// 333 30012 55300 20000 55408 40000 58085 60005 81/28 91004 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-21 21:00:00;10.4;1027.1;1.9;99;10.2;5000;7.2;14.4;7.2;190;;;0;0;;;;;;;ogimet;;;8;AAXX 21211 07110 24250 81902 10104 20102 30151 40271 51019 88/// 333 30012 55300 20000 55408 40000 58082 60007 83/04 86/08 87/27 91002 90710 91104 555 60005 90730 91104==;;;;;;
07110;2024-10-21 22:00:00;10;1027.4;1.5;98;9.7;200;7.2;10.8;10.8;260;;;0;;;;;;;44;ogimet;;;;AAXX 21221 07110 24302 /2602 10100 20097 30154 40274 51015 744// 85/// 333 30012 55300 20000 55408 40000 58083 60005 84/09 85/45 91003 90710 91103 555 90730 91104==;;;;;;
07110;2024-10-21 23:00:00;9.2;1027.9;1.3;98;8.9;200;10.8;14.4;14.4;260;;;0;;;;;;;44;ogimet;;;7;AAXX 21231 07110 24002 72603 10092 20089 30159 40279 52013 744// 87/// 333 30011 55300 20000 55408 40000 58084 60005 81/01 87/14 91004 90710 91104 555 90730 91104==;;;;;;
07110;2024-10-22 00:00:00;9.2;1028.1;1;99;9.1;200;10.8;14.4;10.8;240;;;0;0;;;;;;44;ogimet;;;;AAXX 22001 07110 04402 /2403 10092 20091 30161 40281 52010 60001 744// 84/// 333 3/011 55300 20000 55408 40000 58085 60007 84/16 91003 90710 91104 555 60005 90760 91104==;;;;;;
07110;2024-10-22 01:00:00;9;1028.5;1;99;8.9;200;7.2;10.8;10.8;230;;;0;;;;;;;44;ogimet;;;6;AAXX 22011 07110 24402 62302 10090 20089 30164 40285 51010 744// 86/// 333 3/011 55300 20000 55408 40000 58087 60005 86/15 91003 90710 91103 555 90730 91104==;;;;;;
07110;2024-10-22 02:00:00;8.3;1028.9;0.9;99;8.2;300;7.2;10.8;10.8;240;;;0;;;;;;;44;ogimet;;;;AAXX 22021 07110 24403 /2402 10083 20082 30168 40289 53009 744// 81/// 333 3/010 55300 20000 55408 40000 58091 60005 81/14 91003 90710 91103 555 90730 91104==;;;;;;
07110;2024-10-22 03:00:00;8;1029;0.8;99;7.9;2700;10.8;10.8;10.8;230;;;0;0;;;;;;10;ogimet;;;;AAXX 22031 07110 24927 /2303 10080 20079 30169 40290 51008 710// 81/// 333 3/010 55300 20000 55408 40000 58091 60007 81/74 91003 90710 91103 555 60005 90730 91103==;;;;;;
07110;2024-10-22 04:00:00;7.7;1029.2;0.7;99;7.6;6000;7.2;10.8;10.8;230;;;0;;;;;;;;ogimet;;;;AAXX 22041 07110 24956 /2302 10077 20076 30171 40292 51007 333 3/010 55300 20000 55408 40000 58091 60005 91003 90710 91103 555 90730 91103==;;;;;;
07110;2024-10-22 05:00:00;8.2;1029.7;0.8;100;8.2;17000;7.2;10.8;7.2;220;;;0;;;;;;;;ogimet;;;;AAXX 22051 07110 24967 /2202 10082 20082 30176 40297 53008 81/// 333 30010 55300 20000 55408 40000 58090 60005 81/74 91002 90710 91103 555 90730 91103==;;;;;;
07110;2024-10-22 06:00:00;8.3;1030.1;1.1;100;8.3;19000;7.2;10.8;10.8;220;7.4;11;0;0;;;4.7;2.2;9;;ogimet;;;;AAXX 22061 07110 04969 /2202 10083 20083 30180 40301 53011 60002 82/// 333 10110 20074 30009 55022 20351 55300 20000 55408 40000 58090 60007 70047 82/74 91003 90710 91103 555 60005 90760 91103==;;;;;;
07110;2024-10-22 07:00:00;8.1;1030.3;1.1;100;8.1;17000;7.2;10.8;10.8;200;;;0;;;;;;;;ogimet;;;;AAXX 22071 07110 24967 /2002 10081 20081 30182 40303 51011 333 30009 55300 20000 55408 40000 58093 60005 91003 90710 91103 555 90730 91103==;;;;;;
