dh_utc,temperature_moyenne,pression_moyenne,humidite_moyenne,visibilité_moyenne,vent_moyen,vent_rafales_moyen,vent_rafales_max,vent_direction_moyenne,pluie_moyenne,pluie_intesite,uv,uv_index
2024-10-23 13:00:00,15.625,1029.7250000000001,75.0,22500.0,14.925,27.0,28.8,123.5,0.0,0.0,462.0,2.0
2024-10-23 13:10:00,16.1,1030.2,79.0,,14.1,,,133.0,,0.0,462.0,2.0
2024-10-23 13:15:00,15.2,1028.5,75.0,,12.5,,,127.0,,0.0,,
2024-10-23 13:20:00,15.9,1030.0,80.0,,16.1,,,126.0,,0.0,466.0,1.9
2024-10-23 13:30:00,15.75,1029.1,78.0,,13.8,,,137.5,,0.0,450.0,1.8
2024-10-23 13:40:00,16.2,1029.6,78.0,,15.0,,,134.0,,0.0,418.0,1.7
2024-10-23 13:45:00,15.7,1028.1,74.0,,13.6,,,122.0,,0.0,,
2024-10-23 13:50:00,16.2,1029.3,77.0,,16.3,,,147.0,,0.0,410.0,1.6
2024-10-23 14:00:00,16.175,1028.8,72.0,17500.0,14.5,30.6,32.4,132.5,0.0,0.0,390.0,1.5
2024-10-23 15:00:00,16.65,1027.8,66.0,19000.0,18.0,30.6,32.4,130.0,0.0,,,
2024-10-23 15:30:00,16.25,1027.35,71.5,,13.25,,,139.0,,0.0,188.0,0.0
2024-10-23 15:40:00,15.9,1028.0,75.0,,15.7,,,139.0,,0.0,158.0,0.0
2024-10-23 15:45:00,16.6,1026.5,69.0,,10.3,,,142.0,,0.0,,
2024-10-23 15:50:00,15.7,1027.7,76.0,,11.1,,,147.0,,0.0,130.0,0.0
2024-10-23 16:00:00,16.1,1027.0500000000002,69.5,27000.0,11.7,27.0,28.8,134.0,0.0,0.0,100.0,0.0
2024-10-23 16:10:00,15.5,1027.5,78.0,,6.1,,,146.0,,0.0,74.0,0.0
2024-10-23 16:15:00,16.3,1026.1,71.0,,8.0,,,135.0,,0.0,,
2024-10-23 16:20:00,15.3,1027.4,79.0,,5.8,,,146.0,,0.0,53.0,0.0
2024-10-23 16:30:00,15.55,1026.6,76.5,,6.8500000000000005,,,137.0,,0.0,33.0,0.0
2024-10-23 16:40:00,15.1,1027.3,80.0,,4.8,,,146.0,,0.0,19.0,0.0
2024-10-23 16:45:00,15.7,1025.7,74.0,,7.3,,,125.0,,0.0,,
2024-10-23 16:50:00,14.9,1027.2,80.0,,3.5,,,146.0,,0.0,12.0,0.0
2024-10-23 17:00:00,14.475,1026.55,76.75,52500.0,8.6,25.200000000000003,28.8,132.0,0.0,0.0,7.0,0.0
2024-10-23 17:10:00,14.2,1027.2,82.0,,5.2,,,117.0,,0.0,0.0,0.0
2024-10-23 17:15:00,14.4,1025.5,79.0,,5.6,,,134.0,,0.0,,
2024-10-23 17:20:00,13.8,1027.1,82.0,,5.8,,,109.0,,0.0,0.0,0.0
2024-10-23 17:30:00,13.85,1026.25,82.0,,5.85,,,121.0,,0.0,0.0,0.0
2024-10-23 17:40:00,13.4,1027.1,83.0,,5.4,,,106.0,,0.0,0.0,0.0
2024-10-23 17:45:00,13.8,1025.6,82.0,,3.6,,,113.0,,0.0,,
2024-10-23 17:50:00,13.3,1027.0,84.0,,6.0,,,104.0,,0.0,0.0,0.0
2024-10-23 18:00:00,12.675,1026.525,82.5,39000.0,6.925000000000001,18.0,21.6,99.25,0.0,0.0,0.0,0.0
2024-10-23 18:10:00,12.9,1027.0,84.0,,3.6,,,98.0,,0.0,0.0,0.0
2024-10-23 18:15:00,13.2,1025.6,81.0,,6.1,,,80.0,,0.0,,
2024-10-23 18:20:00,12.8,1027.1,85.0,,1.7,,,98.0,,0.0,0.0,0.0
2024-10-23 18:30:00,12.75,1026.3,84.0,,3.6,,,99.0,,0.0,0.0,0.0
2024-10-23 18:40:00,12.3,1026.9,86.0,,3.9,,,98.0,,0.0,0.0,0.0
2024-10-23 18:45:00,12.6,1025.4,84.0,,4.1,,,84.0,,0.0,,
2024-10-23 18:50:00,12.1,1026.9,87.0,,4.8,,,98.0,,0.0,0.0,0.0
2024-10-23 19:00:00,11.95,1026.2,85.75,39500.0,8.525,19.8,21.6,101.75,0.05,0.0,0.0,0.0
2024-10-23 19:10:00,11.7,1026.7,88.0,,3.2,,,98.0,,0.0,0.0,0.0
2024-10-23 19:15:00,12.2,1025.3,84.0,,4.2,,,87.0,,0.0,,
2024-10-23 19:20:00,11.5,1026.6,89.0,,3.5,,,98.0,,0.0,0.0,0.0
2024-10-23 19:30:00,11.7,1025.85,87.0,,3.35,,,94.0,,0.0,0.0,0.0
2024-10-23 19:40:00,11.1,1026.3,90.0,,3.4,,,98.0,,0.0,0.0,0.0
2024-10-23 19:45:00,11.9,1025.1,86.0,,3.0,,,89.0,,0.0,,
2024-10-23 19:50:00,10.9,1026.2,90.0,,2.8,,,98.0,,0.0,0.0,0.0
2024-10-23 20:00:00,11.175,1025.5749999999998,87.75,25500.0,7.925,18.0,25.2,107.0,0.0,0.0,0.0,0.0
2024-10-23 20:10:00,10.7,1026.1,91.0,,1.7,,,98.0,,0.0,0.0,0.0
2024-10-23 20:15:00,11.7,1024.6,87.0,,3.3,,,95.0,,0.0,,
2024-10-23 20:20:00,10.4,1025.9,91.0,,3.2,,,98.0,,0.0,0.0,0.0
2024-10-23 20:30:00,11.05,1025.05,89.0,,3.5500000000000003,,,103.5,,0.0,0.0,0.0
2024-10-23 20:40:00,10.1,1025.6,92.0,,1.1,,,98.0,,0.0,0.0,0.0
2024-10-23 20:45:00,11.5,1024.2,88.0,,4.5,,,124.0,,0.0,,
2024-10-23 20:50:00,10.0,1025.5,92.0,,2.9,,,124.0,,0.0,0.0,0.0
2024-10-23 21:00:00,10.675,1024.85,90.25,17500.0,9.075000000000001,21.6,32.4,135.75,0.0,0.0,0.0,0.0
2024-10-23 21:10:00,9.8,1025.4,93.0,,3.4,,,163.0,,0.0,0.0,0.0
2024-10-23 21:15:00,11.6,1023.8,88.0,,4.6,,,122.0,,0.0,,
2024-10-23 21:20:00,9.7,1025.3,93.0,,6.2,,,154.0,,0.0,0.0,0.0
2024-10-23 21:30:00,10.649999999999999,1024.45,90.5,,5.2,,,118.5,,0.0,0.0,0.0
2024-10-23 21:40:00,9.5,1025.3,94.0,,7.3,,,132.0,,0.0,0.0,0.0
2024-10-23 21:45:00,11.5,1023.6,89.0,,2.6,,,101.0,,0.0,,
2024-10-23 21:50:00,9.5,1025.1,94.0,,7.5,,,138.0,,0.0,0.0,0.0
2024-10-23 22:00:00,10.575,1024.35,90.0,24000.0,10.0,25.2,36.0,125.25,0.0,0.0,0.0,0.0
2024-10-23 22:10:00,9.4,1024.9,94.0,,9.7,,,142.0,,0.0,0.0,0.0
2024-10-23 22:15:00,11.7,1023.3,88.0,,4.2,,,112.0,,0.0,,
2024-10-23 22:20:00,9.4,1024.7,94.0,,10.7,,,145.0,,0.0,0.0,0.0
2024-10-23 22:30:00,10.55,1023.9,91.0,,8.35,,,126.0,,0.0,0.0,0.0
2024-10-23 22:40:00,9.4,1024.4,94.0,,12.5,,,144.0,,0.0,0.0,0.0
2024-10-23 22:45:00,11.8,1023.0,88.0,,5.8,,,118.0,,0.0,,
2024-10-23 22:50:00,9.4,1024.3,94.0,,13.0,,,146.0,,0.0,0.0,0.0
2024-10-23 23:00:00,10.7,1023.7,89.75,20500.0,12.175,25.2,32.4,126.25,0.0,0.0,0.0,0.0
2024-10-23 23:10:00,9.4,1024.0,94.0,,14.4,,,146.0,,0.0,0.0,0.0
2024-10-23 23:15:00,11.9,1022.5,89.0,,5.1,,,127.0,,0.0,,
2024-10-23 23:20:00,9.5,1024.0,94.0,,13.3,,,143.0,,0.0,0.0,0.0
2024-10-23 23:30:00,10.7,1023.0,91.5,,9.399999999999999,,,131.5,,0.0,0.0,0.0
2024-10-23 23:40:00,9.7,1023.7,94.0,,13.1,,,138.0,,0.0,0.0,0.0
2024-10-23 23:45:00,11.8,1021.9,89.0,,6.0,,,120.0,,0.0,,
2024-10-23 23:50:00,9.7,1023.6,94.0,,13.3,,,140.0,,0.0,0.0,0.0
2024-10-24 00:00:00,10.525,1022.9,90.75,24000.0,9.975,21.6,25.2,127.75,0.0,0.0,0.0,0.0
2024-10-24 00:10:00,9.7,1023.4,93.0,,11.7,,,143.0,,0.0,0.0,0.0
2024-10-24 00:15:00,11.7,1021.4,90.0,,5.7,,,122.0,,0.0,,
2024-10-24 00:20:00,9.7,1023.2,94.0,,13.1,,,143.0,,0.0,0.0,0.0
2024-10-24 00:30:00,10.649999999999999,1022.05,91.5,,9.4,,,129.5,,0.0,0.0,0.0
2024-10-24 00:40:00,9.7,1022.9,93.0,,11.6,,,138.0,,0.0,0.0,0.0
2024-10-24 00:45:00,11.5,1021.1,91.0,,6.4,,,127.0,,0.0,,
2024-10-24 00:50:00,9.7,1022.8,93.0,,11.4,,,131.0,,0.0,0.0,0.0
2024-10-24 01:00:00,10.475,1021.95,91.5,34500.0,11.975,27.0,32.4,125.5,0.0,0.0,0.0,0.0
2024-10-24 01:10:00,9.7,1022.6,93.0,,10.9,,,136.0,,0.0,0.0,0.0
2024-10-24 01:15:00,11.4,1020.7,91.0,,3.9,,,136.0,,0.0,,
2024-10-24 01:20:00,9.7,1022.4,93.0,,12.9,,,129.0,,0.0,0.0,0.0
2024-10-24 01:30:00,10.65,1021.35,92.5,,9.75,,,131.5,,0.0,0.0,0.0
2024-10-24 01:40:00,10.0,1022.0,93.0,,16.1,,,133.0,,0.0,0.0,0.0
2024-10-24 01:45:00,11.6,1020.4,92.0,,2.3,,,142.0,,0.0,,
2024-10-24 01:50:00,9.9,1021.9,93.0,,14.7,,,133.0,,0.0,0.0,0.0
2024-10-24 02:00:00,10.600000000000001,1021.1,92.25,23500.0,12.575000000000001,27.0,32.4,124.25,0.0,0.0,0.0,0.0
2024-10-24 02:10:00,10.0,1021.5,93.0,,17.4,,,132.0,,0.0,0.0,0.0
2024-10-24 02:15:00,11.9,1019.9,93.0,,4.5,,,115.0,,0.0,,
2024-10-24 02:20:00,10.0,1021.3,93.0,,18.3,,,132.0,,0.0,0.0,0.0
2024-10-24 02:30:00,10.95,1020.4000000000001,93.0,,10.85,,,129.0,,0.0,0.0,0.0
2024-10-24 02:40:00,9.8,1021.0,92.0,,17.4,,,132.0,,0.0,0.0,0.0
2024-10-24 02:45:00,12.1,1019.4,93.0,,3.7,,,97.0,,0.0,,
2024-10-24 02:50:00,9.7,1020.8,93.0,,15.9,,,129.0,,0.0,0.0,0.0
2024-10-24 03:00:00,10.525,1020.125,93.0,21000.0,13.05,28.8,36.0,132.25,0.0,0.0,0.0,0.0
2024-10-24 03:10:00,9.4,1020.6,93.0,,15.1,,,131.0,,0.0,0.0,0.0
2024-10-24 03:15:00,12.2,1019.0,93.0,,4.2,,,126.0,,0.0,,
2024-10-24 03:20:00,9.4,1020.6,93.0,,15.2,,,134.0,,0.0,0.0,0.0
2024-10-24 03:30:00,10.850000000000001,1019.5999999999999,93.0,,9.2,,,121.0,,0.0,0.0,0.0
2024-10-24 03:40:00,9.3,1020.3,93.0,,15.0,,,129.0,,0.0,0.0,0.0
2024-10-24 03:45:00,12.4,1018.7,94.0,,2.2,,,111.0,,0.0,,
2024-10-24 03:50:00,9.2,1020.2,93.0,,12.8,,,134.0,,0.0,0.0,0.0
2024-10-24 04:00:00,10.675,1019.525,94.0,21000.0,12.775,30.6,39.6,134.0,0.0,0.0,0.0,0.0
2024-10-24 04:10:00,9.1,1019.9,94.0,,13.3,,,131.0,,0.0,0.0,0.0
2024-10-24 04:15:00,13.1,1018.4,94.0,,5.8,,,131.0,,0.0,,
2024-10-24 04:20:00,8.9,1019.9,94.0,,14.0,,,125.0,,0.0,0.0,0.0
2024-10-24 04:30:00,11.05,1019.0999999999999,94.0,,12.15,,,135.0,,0.0,0.0,0.0
2024-10-24 04:40:00,8.9,1019.7,94.0,,14.4,,,123.0,,0.0,0.0,0.0
2024-10-24 04:45:00,13.1,1018.3,94.0,,6.5,,,174.0,,0.0,,
2024-10-24 04:50:00,8.9,1019.7,94.0,,14.2,,,128.0,,0.0,0.0,0.0
2024-10-24 05:00:00,10.775,1019.075,94.5,17000.0,11.85,27.0,36.0,139.25,0.0,0.0,0.0,0.0
2024-10-24 05:10:00,8.8,1019.4,94.0,,12.9,,,139.0,,0.0,0.0,0.0
2024-10-24 05:15:00,12.9,1018.0,95.0,,5.1,,,160.0,,0.0,,
2024-10-24 05:20:00,8.7,1019.4,94.0,,14.4,,,133.0,,0.0,0.0,0.0
2024-10-24 05:30:00,10.95,1018.65,94.5,,9.9,,,142.0,,0.0,0.0,0.0
2024-10-24 05:40:00,8.7,1019.5,94.0,,12.1,,,141.0,,0.0,0.0,0.0
2024-10-24 05:45:00,13.1,1017.7,95.0,,4.7,,,163.0,,0.0,,
2024-10-24 05:50:00,8.6,1019.4,94.0,,9.8,,,148.0,,0.0,0.0,0.0
2024-10-24 06:00:00,10.825,1018.475,95.0,16000.0,10.875,27.0,32.4,141.75,0.0,0.0,0.0,0.0
2024-10-24 06:10:00,8.6,1019.1,95.0,,12.9,,,133.0,,0.0,0.0,0.0
2024-10-24 06:15:00,13.2,1017.2,95.0,,5.4,,,151.0,,0.0,,
2024-10-24 06:20:00,8.6,1019.1,95.0,,14.5,,,133.0,,0.0,0.0,0.0
2024-10-24 06:30:00,10.95,1018.1,95.0,,9.55,,,141.0,,0.0,0.0,0.0
2024-10-24 06:40:00,8.5,1019.2,95.0,,13.6,,,144.0,,0.0,0.0,0.0
2024-10-24 06:45:00,13.3,1017.2,95.0,,3.8,,,147.0,,0.0,,
2024-10-24 06:50:00,8.5,1019.2,95.0,,10.5,,,157.0,,0.0,0.0,0.0
2024-10-24 07:00:00,10.95,1018.325,95.5,14500.0,9.325000000000001,25.200000000000003,28.8,139.25,0.0,0.0,7.0,0.0
2024-10-24 07:10:00,8.8,1019.2,95.0,,10.9,,,146.0,,0.0,11.0,0.0
2024-10-24 07:15:00,13.4,1017.2,96.0,,4.5,,,145.0,,0.0,,
2024-10-24 07:20:00,8.9,1019.1,95.0,,10.7,,,139.0,,0.0,18.0,0.0
2024-10-24 07:30:00,11.399999999999999,1018.15,95.5,,8.5,,,136.5,,0.0,25.0,0.0
2024-10-24 07:40:00,9.3,1018.9,95.0,,13.7,,,133.0,,0.0,30.0,0.0
2024-10-24 07:45:00,13.8,1017.4,96.0,,4.4,,,137.0,,0.0,,
2024-10-24 07:50:00,9.6,1019.0,95.0,,11.2,,,145.0,,0.0,32.0,0.0
2024-10-24 08:00:00,11.8,1018.15,95.5,17000.0,13.5,28.8,36.0,139.25,0.0,0.0,44.0,0.0
2024-10-24 08:10:00,10.0,1018.7,95.0,,12.5,,,144.0,,0.0,58.0,0.0
2024-10-24 08:15:00,14.4,1017.2,96.0,,6.8,,,132.0,,0.0,,
2024-10-24 08:20:00,10.3,1018.5,96.0,,16.4,,,136.0,,0.0,65.0,0.0
2024-10-24 08:30:00,12.6,1017.75,95.5,,13.100000000000001,,,129.5,,0.0,74.0,0.0
2024-10-24 08:40:00,10.7,1018.6,96.0,,13.7,,,141.0,,0.0,70.0,0.0
2024-10-24 08:45:00,14.9,1017.0,94.0,,9.2,,,124.0,,0.0,,
2024-10-24 08:50:00,10.8,1018.4,96.0,,13.4,,,141.0,,0.0,113.0,0.0
2024-10-24 09:00:00,13.0,1017.825,94.25,13000.0,15.4,28.8,36.0,139.0,0.0,0.0,229.0,0.7
2024-10-24 09:10:00,11.2,1018.3,96.0,,14.8,,,139.0,,0.0,211.0,0.9
2024-10-24 09:15:00,15.7,1016.9,93.0,,12.4,,,126.0,,0.0,,
2024-10-24 09:20:00,11.8,1018.3,97.0,,11.3,,,144.0,,0.0,216.0,0.9
2024-10-24 09:30:00,13.8,1017.55,94.5,,12.0,,,143.5,,0.0,278.0,1.0
2024-10-24 09:40:00,12.2,1018.3,96.0,,12.5,,,158.0,,0.0,244.0,1.2
2024-10-24 09:45:00,16.2,1016.7,92.0,,13.3,,,133.0,,0.0,,
2024-10-24 09:50:00,12.3,1018.3,95.0,,15.9,,,148.0,,0.0,417.0,1.5
2024-10-24 10:00:00,14.675,1017.575,92.5,10400.0,16.075,34.2,46.8,148.0,0.0,0.0,301.0,1.3
2024-10-24 10:10:00,13.2,1018.1,95.0,,13.4,,,148.0,,0.0,420.0,1.7
2024-10-24 10:15:00,16.2,1016.6,91.0,,16.1,,,151.0,,0.0,,
2024-10-24 10:20:00,13.9,1017.9,94.0,,12.4,,,152.0,,0.0,410.0,1.7
2024-10-24 10:30:00,15.25,1017.2,92.5,,14.0,,,146.0,,0.0,420.0,1.8
2024-10-24 10:40:00,15.1,1017.5,92.0,,15.0,,,153.0,,0.0,352.0,2.0
2024-10-24 10:45:00,16.3,1016.4,92.0,,15.2,,,130.0,,0.0,,
2024-10-24 10:50:00,15.2,1017.7,91.0,,17.3,,,150.0,,0.0,366.0,1.6
2024-10-24 11:00:00,15.7,1017.0,89.75,16500.0,16.775,32.400000000000006,43.2,146.0,0.0,0.0,415.0,1.8
2024-10-24 11:10:00,16.3,1017.4,89.0,,14.5,,,153.0,,0.0,596.0,2.1
2024-10-24 11:15:00,,,93.0,,,,,,,0.0,,
2024-10-24 11:20:00,16.3,1017.3,88.0,,13.5,,,163.0,,0.0,640.0,1.8
2024-10-24 11:30:00,16.4,1016.45,90.5,,15.55,,,131.0,,0.0,214.0,2.3
2024-10-24 11:40:00,15.9,1017.0,89.0,,20.0,,,163.0,,0.0,206.0,1.9
2024-10-24 11:45:00,16.9,1015.5,93.0,,14.0,,,133.0,,0.0,,
2024-10-24 11:50:00,15.8,1017.0,90.0,,21.8,,,158.0,,0.0,316.0,1.7
2024-10-24 12:00:00,16.525,1016.075,87.75,22000.0,15.8,30.6,43.2,156.5,0.0,0.0,304.0,1.7
2024-10-24 12:10:00,15.6,1016.5,91.0,,21.4,,,160.0,,0.0,299.0,1.7
2024-10-24 12:15:00,18.1,1015.0,88.0,,11.7,,,153.0,,0.0,,
2024-10-24 12:20:00,16.1,1016.4,90.0,,19.3,,,165.0,,0.0,478.0,1.8
2024-10-24 12:30:00,17.1,1015.5999999999999,88.5,,14.850000000000001,,,161.5,,0.0,209.0,2.1
2024-10-24 12:40:00,16.5,1016.2,89.0,,19.1,,,164.0,,0.0,427.0,1.8
2024-10-24 12:45:00,18.1,1014.6,89.0,,10.7,,,159.0,,0.0,,
2024-10-24 12:50:00,16.9,1016.2,88.0,,20.3,,,169.0,,0.0,499.0,2.1
2024-10-24 13:00:00,17.875,1015.275,84.25,18500.0,17.675,37.8,54.0,166.25,0.0,0.0,457.0,2.0
2024-10-24 13:10:00,16.7,1016.0,88.0,,23.3,,,164.0,,0.0,441.0,1.9
2024-10-24 13:15:00,18.6,1014.3,86.0,,11.2,,,160.0,,0.0,,
2024-10-24 13:20:00,16.8,1015.8,88.0,,24.6,,,161.0,,0.0,425.0,1.8
2024-10-24 13:30:00,17.85,1014.85,86.0,,16.4,,,158.0,,0.0,246.0,1.4
2024-10-24 13:40:00,17.0,1015.6,87.0,,23.0,,,161.0,,0.0,329.0,1.5
2024-10-24 13:45:00,19.1,1013.7,84.0,,13.7,,,163.0,,0.0,,
2024-10-24 13:50:00,17.3,1015.3,87.0,,21.2,,,157.0,,0.0,350.0,1.5
